word,meaning,word_type,last_sound,can_combine
ಲಕ್ಷ್ಮಿನಾರಾಯಣ,Lakshminarayan,noun,ಣ,yes
ಹರ್ಷ,joy,noun,ಷ,no
ಕಾಳೆ,weed,noun,ೆ,no
ವಿದ್ಯಾಪ್ರಚಯ,education,prefix,ಯ,yes
ಜನವಶ್ಯದಲ್ಲಿ,In Janavashya,noun,ಿ,no
ದೇವನ,God,noun,ನ,yes
ಜೈನಧರ್ಮವನ್ನು,Jainism,noun,ು,no
ಗ್ರಂಥಗಳಲ್ಲೊಂದು,One of the scriptures,noun,ು,no
ನಿಷ್ಪತ್ತಿಯನ್ನು,A perfect,noun,ು,no
ಪೋರ್ಚುಗೀಸ್,Portuguese,noun,್,no
ನದಿಯ,of the river,noun,ಯ,yes
ಕೊಡುಂಗಲ್ಲೂರಿನಲ್ಲಿ,In Kodungallur,noun,ಿ,no
ಶ್ರೀಶಾಂತಿ,Sreeshanti,noun,ಿ,no
ಫಣಿ,Fani,noun,ಿ,no
ಕಾಯಿಲೆಗೆ,to disease,noun,ೆ,no
ಅಡಿಗಳಷ್ಟು,in feet,prefix,ು,yes
ಘಾಸಿಗೊಂಡ,hurt,noun,ಡ,yes
ಭೂಮಿಯತ್ತ,to earth,noun,ತ,yes
ಕಾರಣವಾಗುವ,Causing,noun,ವ,yes
ಕೊಲ್ಲಲಾರದು,can't kill,noun,ು,no
ಹಳ್ಳಿಯವರು,Villagers,noun,ು,no
ನೀಡುವುದಕ್ಕಾಗಿ,for giving,noun,ಿ,no
ತರಕಾರಿಗಳ,of vegetables,noun,ಳ,no
ರೈತ,the farmer,noun,ತ,yes
ಏಕವ್ಯಕ್ತಿ,A soloist,noun,ಿ,no
ಮಾಡಿಕೊಂಡ,made,noun,ಡ,yes
ಕಲಬುರಗಿ,Kalaburagi,noun,ಿ,no
ಪಾತ್ರಕ್ಕಾಗಿ,For the role,noun,ಿ,no
ಅಂಕಿಅಂಶಗಳ,Statistics,prefix,ಳ,yes
ಹುದ್ದೆಯನ್ನು,designation,noun,ು,no
ಪವಿತ್ರತೆ,sanctity,noun,ೆ,no
ಸಂತಾನ,offspring,prefix,ನ,yes
ಭಕ್ತನ,Devotee,noun,ನ,yes
ಸಮಾರಂಭವನ್ನು,the ceremony,noun,ು,no
ಸಾಮ್ರಾಜ್ಞಿಯಾಗಿದ್ದಳು,She was an empress,noun,ು,no
ಸ್ವೀಕಾರ,Acceptance,noun,ರ,yes
ವಿರೋಧಿ,anti,prefix,ಿ,yes
ಮಜಿಥಿಯಾ,Majithia,noun,ಾ,no
ಲೋಕಸಭೆಗೆ,to the Lok Sabha,noun,ೆ,no
ದೋಚಿದನು,robbed,noun,ು,no
ಶಾಸ್ತ್ರೀಯ,Classical,noun,ಯ,yes
ಅಪೀಜೆ,Apeejay,prefix,ೆ,yes
ಭಿ,Bhi,noun,ಿ,no
ಶಾಲಿಮಾರ್,Shalimar,noun,್,no
ವಿಕಾಸ್,Vikas,prefix,್,yes
ನಡೆಯುತ್ತಿದ್ದ,was walking,noun,ದ,yes
ಮೈದಾನದಲ್ಲಿ,in the field,noun,ಿ,no
ಕೆಳಕಂಡವು,The following are,noun,ು,no
ಇಟ್,It,noun,್,no
ಒಳಗೊಳ್ಳುವುದು,to include,noun,ು,no
ಪ್ರದರ್ಶನವಾಗುವ,will be displayed,prefix,ವ,yes
ಮೂಡಿಸುವುದು,Creating,noun,ು,no
ಕೊಳಚೆ,dirty,noun,ೆ,no
ಮೌತ್,Mouth,noun,್,no
ಪರೀಕ್ಷೆಗೆ,to the exam,noun,ೆ,no
ಬೆಕ್ಕ್ಹಾಮ್,Beckham,noun,್,no
ಕರೆಯಲ್ಪಡುತ್ತಿದ್ದ,was called,noun,ದ,yes
ತರಬೇತುದಾರರಾಗಿ,Become a trainer,noun,ಿ,no
ಸಂದರ್ಶನಗಳನ್ನು,Interviews,prefix,ು,yes
ಹೆದ್ದಾರಿಯಲ್ಲಿ,On the highway,noun,ಿ,no
ಪಾರ್ಕಿನ್ಸನ್,Parkinson's,noun,್,no
ಪರೀಕ್ಷೆಗಳಮೂಲಕ,through tests,noun,ಕ,yes
ಹೊರತಾದ,outside,noun,ದ,yes
ಸನ್,Sun,noun,್,no
ಇವರಿಗೆ,For these,noun,ೆ,no
ಇರುವವೂ,There is,noun,ೂ,no
ಎಲೆಕ್ಟ್ರಾನಿನ,of electron,noun,ನ,yes
ಬಲಕ್ಕೆ,to the right,noun,ೆ,no
ವಿದ್ಯುದಾವೇಶಗಳಿವೆ,There are electric charges,prefix,ೆ,yes
ಬೀಜಕಣಗಳ,of spores,noun,ಳ,no
ತಪ್ಪಿಸಲು,to avoid,noun,ು,no
ಶೈವ,Shaiva,noun,ವ,yes
ರಾಮನಾಮ,Ramanama,noun,ಮ,yes
ವೃತ್ತಾಂತ,Chronicle,noun,ತ,yes
ಶನಿಯಿಂದ,from Saturn,noun,ದ,yes
ವರಗಳನ್ನು,boons,noun,ು,no
ಕಬೀರ್,Kabir,noun,್,no
ಹುಡುಕಾಡುತ್ತವೆ,Search,noun,ೆ,no
ಜಾತಿಯಾಗಿದ್ದು,Caste,noun,ು,no
ವಿಸ್ತಾರವಾಗಿ,extensively,prefix,ಿ,yes
ತೊಗಟೆಯಲ್ಲಿ,in the bark,noun,ಿ,no
ಸುಧಾರಿಸಲು,to improve,prefix,ು,yes
ಎಐ,AI,noun,ಐ,yes
ಣೆತೆಕ್ಷ್ಪ್ಲೊರತೆಉರ್ಸ್,Netekshploratheurs,noun,್,no
೨೦೦೯ರಲ್ಲಿ,In 2009,noun,ಿ,no
ಹಾರಿದರು,flew,noun,ು,no
ಇಂಗ್ಲೆಂಡಿಗೆ,to England,noun,ೆ,no
ಎನ್ನಲಾಗುತ್ತದೆ,It is called,noun,ೆ,no
ವಿರೊಧಿಸಿ,oppose,prefix,ಿ,yes
ಉಲ್ಲಂಘನೆಯಾಗಿತ್ತು,was a violation,noun,ು,no
ಚರ್ಚಿಲ್ಲರ,Churchless,noun,ರ,yes
ಉದಾಹರಣೆ,Example,noun,ೆ,no
ಶ್ರೇಯಾಂಕ,ranking,noun,ಕ,yes
ಹುಡುಗಿಯರಿಗೆ,For girls,noun,ೆ,no
ಪ್ರಜ್ವಲ್,Prajwal,prefix,್,yes
ಮೈಕೆಲ್,Michael,noun,್,no
ಜೀನ್,Gene,noun,್,no
ಜನತೆಯ,of the people,noun,ಯ,yes
ದಂಪತಿಗಳಾದ,As a couple,noun,ದ,yes
ಘನಶ್ಯಾಮದಾಸ,Ghanshyamadasa,noun,ಸ,no
ರಾಜಾಸ್ಥಾನದ,of Rajasthan,noun,ದ,yes
ಅವಶ್ಯಕತೆಗಳ,requirements,prefix,ಳ,yes
ಕಾರುಗಳ,of cars,noun,ಳ,no
ಲೇನಿನಲ್ಲಿರುವ,in the lane,noun,ವ,yes
ಬಲೆಯ,trap,noun,ಯ,yes
ಹೊಡೆದು,hit,noun,ು,no
ಹಿಂಗಡಿರೇಖೆಯ,Backline,noun,ಯ,yes
ಬೇಸಿಗೆ,Summer,noun,ೆ,no
ಚಳವಳಿಯ,of movement,noun,ಯ,yes
ಮೆಡಿಕಲ್,Medical,noun,್,no
ಅಪೂರ್ಣ,incomplete,prefix,ಣ,yes
ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ,On purpose,noun,ಿ,no
ಕಾಳಿಂಗರಾವ್,Kalingarao,noun,್,no
ಕಲಾಜ್ಯೋತಿ,Kalajyoti,noun,ಿ,no
ಜಾರ್ಜ್,George,noun,್,no
ಆರ್ಡರ್,Order,noun,್,no
ಪ್ರದರ್ಶಕರು,performers,prefix,ು,yes
ವುಡ್ಸ್,Woods,noun,್,no
ಬೇಯಿಸಲಾಗುತ್ತದೆ,cooked,noun,ೆ,no
ಸೈನ್ಯವು,The army,noun,ು,no
ಅಡುಗೆಮನೆಯಲ್ಲಿ,In the kitchen,prefix,ಿ,yes
ಲವಂಗದ,of cloves,noun,ದ,yes
ಮಾಂಸವನ್ನು,the meat,noun,ು,no
ಪಡೆಯಲಾಗಿದೆ,obtained,noun,ೆ,no
ಬಳಸುತ್ತಾರೆ,Uses,noun,ೆ,no
ತಾಪ್ಸಿಎಂದುಕರೆಯಲಾಗುತ್ತದೆ,Called Taapsee,noun,ೆ,no
ಮ್ಯಾನ್ಮರ್,Myanmar,noun,್,no
ಜಾತಿಗೆ,to caste,noun,ೆ,no
ಬಂಗಾಳಿ,Bengali,noun,ಿ,no
ಗಳಾಗಿದ್ದಾರೆ,have become,noun,ೆ,no
ಮಾತೃ,the mother,noun,ೃ,no
ಆರಂಭದಿದಲೂ,From the beginning,noun,ೂ,no
ಅಫಘಾನಿಸ್ತಾನ,Afghanistan,prefix,ನ,yes
ನಿರ್ಲಕ್ಷಿಸಿದರು,Ignored,noun,ು,no
ನಡೆಸುತ್ತಿದ್ದರು,was running,noun,ು,no
ಈಗಾಗಲೇ,already,noun,ೇ,no
ಕಟಾಕ್ಷ,shrewd,noun,ಷ,no
ವಿಪುಲವಾಗಿ,Abundantly,prefix,ಿ,yes
ಅನುಭವವಾಗುತ್ತದೆ,Experience,prefix,ೆ,yes
ವ್ಯಂಗ್ಯವೆನ್ನಲು,To be ironic,noun,ು,no
ಭವಭೂತಿ,emotion,noun,ಿ,no
ರಸಾದಿಗಳ,of chemicals,noun,ಳ,no
ಪ್ರಾಧಾನ್ಯವಾದಿ,Privilege,prefix,ಿ,yes
ಹಾಕುವುದಿಲ್ಲ,does not put,noun,ಲ,yes
ಕೆಳಕಂಡಂತಿವೆ,are as below,noun,ೆ,no
ಕಾಲ್ಗೇಟ್,Colgate,noun,್,no
ಅರ್ಜೆಂಟೈನಾ,Argentina,prefix,ಾ,yes
ಟೋರೋಕೋ,Toroko,noun,ೋ,no
ಸರಳವೂ,Simple too,noun,ೂ,no
ಅನುವಾದಿಸಿದ,Translated,prefix,ದ,yes
ಮಿಶೆಲ್,Michelle,noun,್,no
ಸರಣಿಚಿತ್ರ,Serial film,noun,ರ,yes
ಕಷ್ಟವಾಗುತ್ತಿತ್ತು,It was difficult,noun,ು,no
ದಿಗಂಬರ,Digambara,noun,ರ,yes
ಭೋಜನವನ್ನು,dinner,noun,ು,no
ಜನಿಸಿದ್ದು,was born,noun,ು,no
ಗಣಪತಿ,Ganapati,noun,ಿ,no
ಘಟನೆಗಳು,events,noun,ು,no
ಇಂದಿನ,Today's,noun,ನ,yes
ಹಾಡು,the song,noun,ು,no
ಒಪ್ಪುತ್ತಾಳೆ,She agrees,noun,ೆ,no
ಉಲ್ಲೇಖ,reference,noun,ಖ,no
ಡಯಾನಾ,Diana,noun,ಾ,no
ಯೋಚಿಸುವ,thinking,noun,ವ,yes
ಕೊಂಡು,bought,noun,ು,no
ಅನನುಭವದ,inexperienced,prefix,ದ,yes
ಆರೋಪಗಳಲ್ಲಿ,Among the charges,noun,ಿ,no
ಚೆಕ್,Check,noun,್,no
ರಾಷ್ಟ್ರಿಯ,national,noun,ಯ,yes
ಬಯಕೆ,desire,noun,ೆ,no
ವ್ಯಾಪಾರಕ್ಕೋಸ್ಕರ,For business,noun,ರ,yes
ಪ್ರಿಯಕರನೊಬ್ಬನ,of a lover,prefix,ನ,yes
ಪೆನಾ,Pena,noun,ಾ,no
ಲೈ,Lie,noun,ೈ,no
ಲೈಗೆ,to Lie,noun,ೆ,no
ಪೀಳಿಗೆಗೆ,to generation,noun,ೆ,no
ಮುಟ್ಟಿಸುತ್ತದೆ,touches,noun,ೆ,no
ಪತ್ತೇದಾರ,detective,noun,ರ,yes
ವಿಭಜನೆಗೆ,to division,prefix,ೆ,yes
ಸೋಸುಕಗಳು,Absorbents,noun,ು,no
ಥರ್ಮೋಕಪಲ್,Thermocouple,noun,್,no
ಧರಿಸಿದ,wearing,noun,ದ,yes
ಸೂಕ್ಷ್ಮವಾಗಿಯೂ,Even subtly,noun,ೂ,no
ಜಾಗದ,of space,noun,ದ,yes
ಶಿಲ್ಪಕಲೆ,Sculpture,noun,ೆ,no
ಮುಂಚಾಚಿಯೋ,Stretch out,noun,ೋ,no
ವರ್ಷಗಳಿಗೆ,for years,noun,ೆ,no
ವರ್ನಾಕ್ಯುಲರ್,Vernacular,noun,್,no
ಸ್ಪಷ್ಟಪಡಬೇಕು,To be clear,noun,ು,no
ನಿರ್ವಹಣೆಗೆಂದು,For maintenance,noun,ು,no
ಪದವೀಧರರನ್ನು,graduates,noun,ು,no
ಸಿರಿವಂತ,the rich,noun,ತ,yes
ವಿಜಯನಗರ,Vijayanagara,prefix,ರ,yes
ಬಯಲಾಟ,open,noun,ಟ,no
ಓಬಳೇಶ್,Obalesh,noun,್,no
ರಶಾಂತ್,Rashant,noun,್,no
ನೆಗೆಟಿವ್,Negative,noun,್,no
ಆದೇಶಗಳಿಲ್ಲ,No orders,noun,ಲ,yes
ಲೆಜರ್,Ledger,noun,್,no
ಗೌರವಗಳು,Honors,noun,ು,no
ಸಮಾನತೆ,Equality,noun,ೆ,no
ಬಿಸಿಯಾಗಿರುತ್ತದೆ,It is hot,noun,ೆ,no
ಮೇರಿ,Mary,noun,ಿ,no
ಪೊಲೋನಿಯಮ್,Polonium,noun,್,no
ಸಂದರ್ಭದಲ್ಲಿಯೇ,Just in case,prefix,ೇ,yes
ಪ್ಯಾರಿಸ್ಸಿನಲ್ಲಿ,In Paris,noun,ಿ,no
ಮನೆದೇವ್ರು,Manedevru,noun,ು,no
ಆರ್ಟ್ಸ್,Arts,noun,್,no
ಪಟ್ಟಾಭಿ,Pattabhi,noun,ಿ,no
ಅತ್ತ,mother in law,prefix,ತ,yes
ಮುಳುಗುತ್ತವೆ,drown,noun,ೆ,no
ಸಮ್ಮಿತೀಯವಾಗಿರುತ್ತದೆ,is symmetrical,noun,ೆ,no
ಬದಲಿಗೆ,Instead,noun,ೆ,no
ಪಾಪಾಸುಕಳ್ಳಿಗಳಲ್ಲಿ,Among cacti,noun,ಿ,no
ದೊಂದಿಗೆ,with,noun,ೆ,no
ಕಸಿ,transplant,noun,ಿ,no
ಬಿಎಗೆ,to BA,noun,ೆ,no
ಉದ್ದೋಗಕ್ಕೆ,to the long,noun,ೆ,no
ಉರಾಳರು,Urals,noun,ು,no
ಎದುರಿಗೆ,Opposite,noun,ೆ,no
ಇವನೇ,This is him,noun,ೇ,no
ಕಲಿತು,learned,noun,ು,no
ಮೂಡಿಸಿದರು,Raised,noun,ು,no
ಮಾಧವ,Madhava,noun,ವ,yes
ಆಯೋಜಿಸಲು,to organize,noun,ು,no
ಲೇಟ್,Late,noun,್,no
ಯುನೇಸ್ಕೊ,UNESCO,noun,ೊ,no
ಕ್ರೈಸ್ತಸಾಹಿತ್ಯ,Christian literature,noun,ಯ,yes
ಊರಿನಲ್ಲಿಯೇ,In town itself,noun,ೇ,no
ಬೇಕಿದ್ದ,wanted,noun,ದ,yes
ಇತಿಹಾಸನಿಷ್ಠ,historical,noun,ಠ,no
ಹಣಕಾಸಿನ,Financial,noun,ನ,yes
ಹೊನ್ನಾವರ,Honnavara,noun,ರ,yes
ಯಾಗಿದೆ,is,noun,ೆ,no
ಪಡೆಯುವುದರಿಂದ,from getting,noun,ದ,yes
ಸಿಖ್ಖರು,The Sikhs,noun,ು,no
ಗುಣಪಡಿಸುವ,Healing,noun,ವ,yes
ಬಹು,multiple,noun,ು,no
ವಿಂಗಡಿಸಬಹುದು,can be sorted,prefix,ು,yes
ಬಣ್ಣಗಳಲ್ಲಿರುತ್ತವೆ,are in colors,noun,ೆ,no
ಕಡೆಗೂ,to the end,noun,ೂ,no
ಸಮಾರಂಭಗಳ,Ceremonies,noun,ಳ,no
ಉಳಿಸಿಡಲು,to save,noun,ು,no
ಮದುವೆಗಳಂತಹ,such as weddings,noun,ಹ,no
ಕನ್ಸರ್ವೆಷನ್,Conservation,noun,್,no
ಫಾರೇಸ್ಟ್,Forest,noun,್,no
ವಿಷಯಗಳ,of subjects,prefix,ಳ,yes
ಟ್ಯೂನಿಂಗ್,Tuning,noun,್,no
ಗ್ರೀನ್,Green,noun,್,no
ಮೇಳ,fair,noun,ಳ,no
ಪ್ರದರ್ಶನಕಾರರ,of the performers,prefix,ರ,yes
ಕಮ್ಮಟ,a bitch,noun,ಟ,no
ಮಹಾಸಭೆ,General Assembly,prefix,ೆ,yes
ಇನ್ಫೆಂಟ್,Infant,noun,್,no
ಬಡವಾಣೆ,poor voice,noun,ೆ,no
ಸಿಸ್ಕೋ,Cisco,noun,ೋ,no
ಬನವಾಸಿಯ,Banavasi,noun,ಯ,yes
ಗಂಗ,Ganges,noun,ಗ,yes
ಜಹಂಗೀರ್,Jahangir,noun,್,no
ತೀರ್ಮಾನ,Conclusion,noun,ನ,yes
ಉಶಾ,Usha,noun,ಾ,no
ತಾಣಗಳು,Spots,noun,ು,no
ಹೋಮಿ,Homey,noun,ಿ,no
ಆಳ್ವಿಕೆಯನ್ನು,reign,noun,ು,no
ಪೋಷಿಸಿದರು,nurtured,noun,ು,no
ಪ್ರವರ್ಧಮಾನಕ್ಕೆ,To flourish,prefix,ೆ,yes
ಪಂಥವನ್ನು,Sect,noun,ು,no
ಮಧುರೈನಲ್ಲಿ,in Madurai,noun,ಿ,no
ಸಿಲಪ್ಪಟಿಕಾರಂ,Silappatikaram,noun,ಂ,no
ಹರಿಹರನ್,Hariharan,noun,್,no
ಸೆಂಚುರಿ,Century,noun,ಿ,no
ಜನ್ಮದಿನದಂದು,On a birthday,noun,ು,no
ಜಾಸ್ಸಿ,Jassi,noun,ಿ,no
ಧ್ವನಿಯನ್ನು,voice,noun,ು,no
ಹಳೆಗನ್ನಡ,The old one,noun,ಡ,yes
ವಲಯಕ್ಕಾಗಿ,For the sector,noun,ಿ,no
ಪಿಟಿ,PT,noun,ಿ,no
ವಿಡಬ್ಲ್ಯು,W.W,prefix,ು,yes
ಎಬಿಇಹೆಚ್,ABEH,noun,್,no
ಕಾರ್ಯಾಚರಣೆಯನ್ನು,operation,noun,ು,no
ಸಾಕ್ಷಿಹಳ್ಳಿ,Sakshihalli,noun,ಿ,no
ಮುಖ್ಯಭಾಗ,the main part,noun,ಗ,yes
ಅಮೆರಿಕ,America,prefix,ಕ,yes
ವ್ಯವಸ್ಥಾಪಕರಾಗಿ,As a manager,noun,ಿ,no
ಬೇಕು,want,noun,ು,no
ಬಿಡುವಿನ,free time,noun,ನ,yes
ಭಾರತದಮಹಿಳಾ,Indian woman,noun,ಾ,no
ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ,Defined,noun,ೆ,no
ಸಾಧನಗಳನ್ನು,devices,noun,ು,no
ಸಮಯವು,time is,noun,ು,no
ಶಿರಾಗಾ,Shiraga,noun,ಾ,no
೧೯೫೦ರ,1950,noun,ರ,yes
ಗುರಿಮಾಡದ,untargeted,noun,ದ,yes
ಮತ್ತೊಬ್ಬ,Another one,noun,ಬ,yes
ಯೋಸೆಫ್,Yosef,noun,್,no
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,Astronomer,noun,ಞ,no
ಶೀರ್ಷಿಕೆ,title,noun,ೆ,no
ಚಿಕ್ಕಂದಿನಲ್ಲೇ,At an early age,noun,ೇ,no
ದುಡಿದರು,worked,prefix,ು,yes
ಕ್ಕೆ,to,noun,ೆ,no
ದಿನದ,of the day,noun,ದ,yes
ನುಂಗಿತ್ತಾ,swallowed,noun,ಾ,no
ಗಾಯಕರಾಗಿ,Be a singer,noun,ಿ,no
ಕೆತ್ನೆಯುಳ್ಳ,Engraved,noun,ಳ,no
ಆಡಕವಾಗಿದೆ,is playful,noun,ೆ,no
ವಿಧಾನಪರಿಷತ್,Legislature,prefix,್,yes
ಮೂಲಗಳ,of sources,noun,ಳ,no
ಇಂಪೀರಿಯಲ್,Imperial,noun,್,no
ಜೀವಾಳವನ್ನೆಲ್ಲ,All life,noun,ಲ,yes
ಸಂಬಂಧವು,A relationship,prefix,ು,yes
ಪರಿಷ್ಕರಣೆಯನ್ನು,revision,noun,ು,no
ಧರ್ಮವು,Religion is,noun,ು,no
ಒಗ್ಗಟ್ಟನ್ನು,Unity,noun,ು,no
ಯಾಹ್ಯಾ,Yahya,noun,ಾ,no
ಮಾದಳ,Madal,noun,ಳ,no
ಮುಳ್ಳುಗಳುಂಟು,There are thorns,noun,ು,no
ಬಾಂಗ್ಲಾದೇಶದ,of Bangladesh,noun,ದ,yes
ಜೊತೆಗೂಡಿ,together with,noun,ಿ,no
ಸಾಕ್ಷಿ,witness,noun,ಿ,no
ಸುಧಾ,Sudha,prefix,ಾ,yes
೨೦೧೫ರವರೆಗೆ,Till 2015,noun,ೆ,no
ಚಾಂದ್ರ,the moon,noun,ರ,yes
ಕಾಣಿಸುವ,appear,noun,ವ,yes
ಝೌ,Zhou,noun,ೌ,no
ಮರೀನಾ,Marina,noun,ಾ,no
ಎಮ್ಮೆ,Buffalo,noun,ೆ,no
ವಿಶ್ರಾಂತಿಯ,of rest,prefix,ಯ,yes
ನಾಮದೇವನೂ,Namdev too,noun,ೂ,no
ಕೊನೆಗಾಲದಲ್ಲಿ,In the end,noun,ಿ,no
ಮುಟ್ಟಿದಾಗ,When touched,noun,ಗ,yes
ಪ್ರಸಿದ್ಧರಾಗಿದ್ದ,was famous,prefix,ದ,yes
ಎಮ್,M,noun,್,no
ರಲ್ಲ್ಲಿತಮ್ಮ,in,noun,ಮ,yes
ಸಂಪುಟಗಳನ್ನು,volumes,prefix,ು,yes
ಲೆಲವು,Lela,noun,ು,no
ಹೇಮ್ಮೆಇವರಿಗೆ,Hemme for this,noun,ೆ,no
ಎಲ್ಲವನ್ನು,All of them,noun,ು,no
ರಾಯಭಾರಿಯೂ,Ambassador too,noun,ೂ,no
ಅಂಡ್,And,prefix,್,yes
ಅಮ್ಮಾಳ್,Ammaal,prefix,್,yes
ಸೈಟ್ಗಳಿಗೆ,to sites,noun,ೆ,no
ಅಧ್ಯಯನವು,The study,prefix,ು,yes
ಉದ್ಯೋಗಗಳಿಗೆ,for jobs,noun,ೆ,no
ಲೈನ್,Line,noun,್,no
ಗರ್ಭಧಾರಣೆಯ,pregnancy,noun,ಯ,yes
ಬಹಿರಂಗಗೊಂಡಿದೆ,revealed,noun,ೆ,no
ಕಾಯಿಲೆಗಳ,of diseases,noun,ಳ,no
ಬಂದರೆ,If it comes,noun,ೆ,no
ಗೆರೆಗಳು,Lines,noun,ು,no
ಪರಿವೃತ್ತವನ್ನು,circle,noun,ು,no
ರೋಹಿತ್,Rohit,noun,್,no
ಹುಣಿಸೆಹಣ್ಣುಗಳನ್ನು,Tamarinds,noun,ು,no
ಬಿಂಗನ್ನ,Bingana,noun,ನ,yes
ಎಕ್ಸ್ಚೇಂಜ್ನ,of the exchange,noun,ನ,yes
ಎಬರ್ಸ್,Ebers,noun,್,no
ಚೀನೊ,Chinese,noun,ೊ,no
ಬೀನ್,Bean,noun,್,no
ಫಿಸಿಶಿಯನ್,Physician,noun,್,no
ಹರಿವು,the flow,noun,ು,no
ಪದ,the word,noun,ದ,yes
ಅಪಾಯದ,of danger,prefix,ದ,yes
ಹೇಳಲಾಗುತ್ತದೆ,It is said,noun,ೆ,no
ಭಕ್ತರು,Devotees,noun,ು,no
ಆಕಾಶದಲ್ಲಿರುವ,in the sky,noun,ವ,yes
ವಿಧಾನಗಳು,methods,prefix,ು,yes
ತೀವ್ರವಾದ,intense,noun,ದ,yes
ಆದ್ಯಂತ,throughout,noun,ತ,yes
ಎರಡನೆ,Second,noun,ೆ,no
ಪ್ರಾಸವಾಗಿ,as a rhyme,prefix,ಿ,yes
ವ್ಯಾಸದ,of diameter,noun,ದ,yes
ಉಡುಪುಗಳಿಗೆ,For clothing,noun,ೆ,no
ಬಟ್ಟೆಗೆ,to clothes,noun,ೆ,no
ಬಹುತೇಕ,Almost,noun,ಕ,yes
ಪುರುಷನಾಯಕನಾಗಿ,As the male lead,noun,ಿ,no
ಬಾಲ್ಯದ,childhood,noun,ದ,yes
ಶ್ರೀರಸ್ತು,Srirastu,noun,ು,no
ಲವಿಕೆ,Loveliness,noun,ೆ,no
ಹೊಡೆದಾಗ,When hit,noun,ಗ,yes
ಬರ್ಕ್ಲಿ,Berkeley,noun,ಿ,no
ಹಾಲೋವೇಯಲ್ಲಿ,In Holloway,noun,ಿ,no
ವಿಂಟರ್,Winter,prefix,್,yes
ಆಫೀಸರ್ಸ್,Officers,noun,್,no
ಚಕ್ರಧರ್,Chakradhar,noun,್,no
ಪ್ರಧಾನ್,Pradhan,prefix,್,yes
೨೦೧೮ರ,2018,noun,ರ,yes
ಮಿಶ್ರಾ,Mishra,noun,ಾ,no
ಜನವರಿಯಲ್ಲಿ,In January,noun,ಿ,no
ನಾಸಿಕ್,Nashik,noun,್,no
ಮಹಾರಾಷ್ಟ್ರ,Maharashtra,prefix,ರ,yes
ಹೌದು,Yes,noun,ು,no
ಅಡಿ,Ft,prefix,ಿ,yes
ಸುತ್ತುವರೆದಿರುವ,surrounded by,prefix,ವ,yes
ಬಿಡು,let go,noun,ು,no
ವ್ಯವಸ್ಥೆಯ,system,noun,ಯ,yes
ಎಂಬವರ,of,noun,ರ,yes
ಸಂಪತ್ತಿಗೆ,to wealth,prefix,ೆ,yes
ಅನುಕ್ರಮವನ್ನು,sequence,prefix,ು,yes
ಪರಾರಿಯಾಗಿದ್ದಾನೆ,He is absconding,noun,ೆ,no
ತೆಲುಗಿನಲ್ಲಿ,In Telugu,noun,ಿ,no
ಪಾಲುಗೊಂಡಿದ್ದಾರೆ,are involved,noun,ೆ,no
ನಾಗೇಶ್,Nagesh,noun,್,no
ಕಟುವಾಗಿ,Meaning not found,noun,ಿ,no
ವರ್ಷವೆಂದು,as a year,noun,ು,no
ಕೆಲಸವಾಗಬೇಕು,Must work,noun,ು,no
ಮಾಡಿಸಿದ್ದಾರೆ,have done,noun,ೆ,no
ನಿರ್ಮಿಸಲ್ಪಟ್ಟಿದೆ,is constructed,noun,ೆ,no
ತೀಥರ್ಂಕರರ,of Teetharankar,noun,ರ,yes
ಮಂದಿರಗಳ,of temples,noun,ಳ,no
ನಿರ್ಮಿಸಿದವರ,Built by,noun,ರ,yes
ಅಷ್ಟದಿಕ್ಷಾಲಕರ,Omnidirectional,prefix,ರ,yes
ಕಲ್ಲಿನ,stone,noun,ನ,yes
ದಾಟುವರಿಸೈಗೆ,To cross,noun,ೆ,no
ವಾದಕರಲ್ಲಿ,Among the players,noun,ಿ,no
ಕಲಾಭಿವ್ಯಕ್ತಿಯ,of artistic expression,noun,ಯ,yes
ಆಭರಣಗಳಿಂದ,From jewelry,noun,ದ,yes
ಸಿಕ್ಕಂತಾಯಿತು,Got it,noun,ು,no
ಕಳಿಸುವ,sending,noun,ವ,yes
ಬಾಲೆ,Bale,noun,ೆ,no
ಸಮಗ್ರತಾ,integrity,noun,ಾ,no
ತಪ್ಪಿದ,missed,noun,ದ,yes
ರೇಲಂಗಿ,Relangi,noun,ಿ,no
ರಾಯಚೂರಿನಲ್ಲಿ,in Raichur,noun,ಿ,no
ಸಿದ್ದಾಪುರ,Siddapur,noun,ರ,yes
ಜಾಹೇದ್,Jahed,noun,್,no
ಹೋಗಿದ್ದಾಗ,When gone,noun,ಗ,yes
ಹತ್ತುವಾಗ,While climbing,noun,ಗ,yes
ಇವಿರಿಂದ,From these,noun,ದ,yes
ಆಕೆಯೇ,She is,noun,ೇ,no
ಕಲಾಕ್ಷೇತ್ರದಲ್ಲಿನಡೆಯವುದು,The one in Kalakshetra,noun,ು,no
ಮಹಾಯುದ್ಧ,The Great War,prefix,ಧ,yes
ವಿಚಾರವಾಗಿದೆ,It is important,prefix,ೆ,yes
ಸಾಮುವೇಲ್,Samuel,noun,್,no
